UNIQUE ID,CRITICAL SENTENCE ENGLISH,CRITICAL SENTENCE UNICODE,CRITICAL SENTENCE RUSSIAN,QUESTION FRAME ENGLISH,QUESTION FRAME RUSSIAN,QUESTION FRAME UNICODE,UNDERLYING METAPHOR,UNDERLYING METAPHOR,CORRECT ANSWER,CORRECT ANSWER,CORRECT ANSWER,RELATED ANSWER,RELATED ANSWER,RELATED ANSWER,UNRELATED ANSWER 1,UNRELATED ANSWER 1,UNRELATED ANSWER 1,UNRELATED ANSWER 2,UNRELATED ANSWER 2,UNRELATED ANSWER 2,SET
64,The politician's reputation has been rotten since the scandal. ,&#1057;&#1082;&#1072;&#1085;&#1076;&#1072;&#1083; &#1082;&#1086;&#1085;&#1082;&#1088;&#1077;&#1090;&#1085;&#1086; &#1080;&#1089;&#1087;&#1086;&#1088;&#1090;&#1080;&#1083; &#1088;&#1077;&#1087;&#1091;&#1090;&#1072;&#1094;&#1080;&#1102; &#1084;&#1101;&#1088;&#1072;.,Скандал конкретно испортил репутацию мэра.,"In the above sentence, the quality of the politician's reputation is being described in terms of: ",В этом предложении репутация мэра описана как:     ,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1088;&#1077;&#1087;&#1091;&#1090;&#1072;&#1094;&#1080;&#1103; &#1084;&#1101;&#1088;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;: ,Goodness/Badness is Smell,Положительность/Отрецательность,Foul-Smelling,Неприятный запах,&#1053;&#1077;&#1087;&#1088;&#1080;&#1103;&#1090;&#1085;&#1099;&#1081; &#1079;&#1072;&#1087;&#1072;&#1093;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,a Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,2
65,The politician's reputation has been tarnished since the scandal.,&#1056;&#1077;&#1087;&#1091;&#1090;&#1072;&#1094;&#1080;&#1103; &#1084;&#1101;&#1088;&#1072; &#1073;&#1099;&#1083;&#1072; &#1086;&#1082;&#1086;&#1085;&#1095;&#1072;&#1090;&#1077;&#1083;&#1100;&#1085;&#1086; &#1079;&#1072;&#1087;&#1103;&#1090;&#1085;&#1072;&#1085;&#1072; &#1087;&#1086;&#1089;&#1083;&#1077; &#1089;&#1082;&#1072;&#1085;&#1076;&#1072;&#1083;&#1072;. ,Репутация мэра была окончательно запятнана после скандала. ,"In the above sentence, the quality of the politician's reputation is being described in terms of: ",В этом предложении репутация мэра описана как:     ,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1088;&#1077;&#1087;&#1091;&#1090;&#1072;&#1094;&#1080;&#1103; &#1084;&#1101;&#1088;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;: ,Goodness/Badness is Cleanliness,Положительность/Отрецательность,Dirty,Грязь,&#1043;&#1088;&#1103;&#1079;&#1100;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,1
66,"The port, which is the biggest commercial asset of the city, oversees the management of international trade.","&#1055;&#1086;&#1088;&#1090;, &#1103;&#1074;&#1083;&#1103;&#1103;&#1089;&#1100; &#1082;&#1088;&#1091;&#1087;&#1085;&#1077;&#1081;&#1096;&#1077;&#1081; &#1082;&#1086;&#1084;&#1084;&#1077;&#1088;&#1095;&#1077;&#1089;&#1082;&#1086;&#1081; &#1089;&#1090;&#1088;&#1091;&#1082;&#1090;&#1091;&#1088;&#1086;&#1081; &#1075;&#1086;&#1088;&#1086;&#1076;&#1072;, &#1086;&#1089;&#1091;&#1097;&#1077;&#1089;&#1090;&#1074;&#1083;&#1103;&#1077;&#1090; &#1074;&#1085;&#1077;&#1096;&#1085;&#1077;&#1090;&#1086;&#1088;&#1075;&#1086;&#1074;&#1091;&#1102; &#1076;&#1077;&#1103;&#1090;&#1077;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;. ","Порт, являясь крупнейшей коммерческой структурой города, осуществляет внешнеторговую деятельность. ","In the above sentence, the importance of the port is being described in terms of: ",В этом предложении важность порта описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1074;&#1072;&#1078;&#1085;&#1086;&#1089;&#1090;&#1100; &#1087;&#1086;&#1088;&#1090;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Importance is Physical Size,Важность,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,Arriving at a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,1
67,"The port, which is the commercial hub of the city, oversees the management of international trade.","&#1055;&#1086;&#1088;&#1090;, &#1082;&#1072;&#1082; &#1082;&#1086;&#1084;&#1084;&#1077;&#1088;&#1095;&#1077;&#1089;&#1082;&#1086;&#1077; &#1103;&#1076;&#1088;&#1086; &#1075;&#1086;&#1088;&#1086;&#1076;&#1072;, &#1086;&#1073;&#1077;&#1089;&#1087;&#1077;&#1095;&#1080;&#1074;&#1072;&#1077;&#1090; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1100; &#1085;&#1072;&#1076; &#1074;&#1085;&#1077;&#1096;&#1085;&#1077;&#1090;&#1086;&#1088;&#1075;&#1086;&#1074;&#1086;&#1081; &#1076;&#1077;&#1103;&#1090;&#1077;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;&#1102;. ","Порт, как коммерческое ядро города, обеспечивает контроль над внешнеторговой деятельностью.   ","In the above sentence, the importance of the port is being described in terms of: ",В этом предложении важность порта описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1074;&#1072;&#1078;&#1085;&#1086;&#1089;&#1090;&#1100; &#1087;&#1086;&#1088;&#1090;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Importance is Centrality in Space,Важность,Centrality,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Seeing something,Видеть объект,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,2
68,The radical political movement had only a marginal influence on mainstream society.,&#1056;&#1072;&#1076;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1077; &#1087;&#1086;&#1083;&#1080;&#1090;&#1080;&#1095;&#1077;&#1089;&#1082;&#1086;&#1077; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1077; &#1082;&#1086;&#1089;&#1085;&#1091;&#1083;&#1086;&#1089;&#1100; &#1090;&#1086;&#1083;&#1100;&#1082;&#1086; &#1085;&#1077;&#1082;&#1086;&#1090;&#1086;&#1088;&#1099;&#1093; &#1089;&#1083;&#1086;&#1077;&#1074; &#1086;&#1073;&#1097;&#1077;&#1089;&#1090;&#1074;&#1072;.,Радикальное политическое движение коснулось только некоторых слоев общества.,"In the above sentence, the importance of the political movement is being described in terms of: ",В этом предложении важность политического движения описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1074;&#1072;&#1078;&#1085;&#1086;&#1089;&#1090;&#1100; &#1087;&#1086;&#1083;&#1080;&#1090;&#1080;&#1095;&#1077;&#1089;&#1082;&#1086;&#1075;&#1086; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Importance is Centrality in Space,Важность,Centraility,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Brightness,Яркость,"&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;
",Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,2
69,The radical political movement had only a tiny influence on mainstream society. ,&#1056;&#1072;&#1076;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1077; &#1087;&#1086;&#1083;&#1080;&#1090;&#1080;&#1095;&#1077;&#1089;&#1082;&#1086;&#1077; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1077; &#1079;&#1072;&#1090;&#1088;&#1086;&#1085;&#1091;&#1083;&#1086; &#1086;&#1089;&#1085;&#1086;&#1074;&#1085;&#1099;&#1077; &#1089;&#1083;&#1086;&#1080; &#1086;&#1073;&#1097;&#1077;&#1089;&#1090;&#1074;&#1072; &#1083;&#1080;&#1096;&#1100; &#1074; &#1086;&#1095;&#1077;&#1085;&#1100; &#1085;&#1077;&#1079;&#1085;&#1072;&#1095;&#1080;&#1090;&#1077;&#1083;&#1100;&#1085;&#1086;&#1081; &#1084;&#1077;&#1088;&#1077;.,Радикальное политическое движение затронуло основные слои общества лишь в очень незначительной мере.,"In the above sentence, the importance of the political movement is being described in terms of: ",В этом предложении важность политического движения описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1074;&#1072;&#1078;&#1085;&#1086;&#1089;&#1090;&#1100; &#1087;&#1086;&#1083;&#1080;&#1090;&#1080;&#1095;&#1077;&#1089;&#1082;&#1086;&#1075;&#1086; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Importance is Physical Size,Важность,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Vertical Positioning,Позиция по вертикали,&#1055;&#1086;&#1079;&#1080;&#1094;&#1080;&#1103; &#1087;&#1086; &#1074;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1080;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,2
70,The student has worked quite diligently but hasn't made it to her goal yet.,"&#1057;&#1090;&#1091;&#1076;&#1077;&#1085;&#1090; &#1088;&#1072;&#1073;&#1086;&#1090;&#1072;&#1083; &#1086;&#1095;&#1077;&#1085;&#1100; &#1089;&#1090;&#1072;&#1088;&#1072;&#1090;&#1077;&#1083;&#1100;&#1085;&#1086;, &#1085;&#1086; &#1077;&#1097;&#1077; &#1085;&#1077; &#1076;&#1086;&#1073;&#1080;&#1083;&#1089;&#1103; &#1091;&#1089;&#1087;&#1077;&#1093;&#1072;.","Студент работал очень старательно, но еще не добился успеха.","In the above sentence, achivement of the goal is being described in terms of: ",В этом предложении достижение успеха описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1076;&#1086;&#1089;&#1090;&#1080;&#1078;&#1077;&#1085;&#1080;&#1077; &#1091;&#1089;&#1087;&#1077;&#1093;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Achieving a Goal is Arriving at a Destination,Достижение цели,Reaching a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,2
71,The student has worked quite diligently but hasn't obtained her goal yet.,"&#1057;&#1090;&#1091;&#1076;&#1077;&#1085;&#1090; &#1088;&#1072;&#1073;&#1086;&#1090;&#1072;&#1083; &#1086;&#1095;&#1077;&#1085;&#1100; &#1089;&#1090;&#1072;&#1088;&#1072;&#1090;&#1077;&#1083;&#1100;&#1085;&#1086;, &#1085;&#1086; &#1077;&#1097;&#1077; &#1085;&#1077; &#1087;&#1086;&#1083;&#1091;&#1095;&#1080;&#1083; &#1087;&#1088;&#1080;&#1079;&#1085;&#1072;&#1085;&#1080;&#1103; &#1089;&#1074;&#1086;&#1080;&#1093; &#1091;&#1089;&#1087;&#1077;&#1093;&#1086;&#1074;","Студент работал очень старательно, но еще не получил признания своих успехов","In the above sentence, achivement of the goal is being described in terms of: ",В этом предложении достижение успеха описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1076;&#1086;&#1089;&#1090;&#1080;&#1078;&#1077;&#1085;&#1080;&#1077; &#1091;&#1089;&#1087;&#1077;&#1093;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Achieving a Goal is Acquiring a Desired Object,Достижение цели,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Arriving at a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,Vertical Positioning,Позиция по вертикали,&#1055;&#1086;&#1079;&#1080;&#1094;&#1080;&#1103; &#1087;&#1086; &#1074;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1080;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,2
72,The student is still fumbling with the course material.,&#1052;&#1072;&#1090;&#1077;&#1088;&#1080;&#1072;&#1083; &#1089;&#1083;&#1086;&#1078;&#1085;&#1086;&#1075;&#1086; &#1082;&#1091;&#1088;&#1089;&#1072; &#1089;&#1086;&#1074;&#1077;&#1088;&#1096;&#1077;&#1085;&#1085;&#1086; &#1085;&#1077;&#1086;&#1073;&#1098;&#1103;&#1090;&#1077;&#1085; &#1076;&#1083;&#1103; &#1083;&#1077;&#1085;&#1080;&#1074;&#1086;&#1075;&#1086; &#1089;&#1090;&#1091;&#1076;&#1077;&#1085;&#1090;&#1072;.,Материал сложного курса совершенно необъятен для ленивого студента.,"In the above sentence, the student's understanding of the material is being described in terms of: ",В этом предложении понимание материала курса описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1087;&#1086;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1077; &#1084;&#1072;&#1090;&#1077;&#1088;&#1080;&#1072;&#1083;&#1072; &#1082;&#1091;&#1088;&#1089;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,"Understanding, Knowing is Holding an Object",Понимание/Знание,Grasping,Хватать/Сжимать,&#1061;&#1074;&#1072;&#1090;&#1072;&#1090;&#1100;/&#1057;&#1078;&#1080;&#1084;&#1072;&#1090;&#1100;,Seeing something,Видеть объект,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,Vertical Positioning,Позиция по вертикали,&#1055;&#1086;&#1079;&#1080;&#1094;&#1080;&#1103; &#1087;&#1086; &#1074;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1080;,2
73,The student's academic record had many blemishes.,&#1040;&#1082;&#1072;&#1076;&#1077;&#1084;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1087;&#1088;&#1072;&#1074;&#1082;&#1072; &#1101;&#1090;&#1086;&#1075;&#1086; &#1089;&#1090;&#1091;&#1076;&#1077;&#1085;&#1090;&#1072; &#1080;&#1084;&#1077;&#1077;&#1090; &#1084;&#1085;&#1086;&#1075;&#1086; &#1090;&#1077;&#1084;&#1085;&#1099;&#1093; &#1087;&#1103;&#1090;&#1077;&#1085;.,Академическая справка этого студента имеет много темных пятен.,"In the above sentence, the quality of the student's record is being described in terms of: ",В этом предложении чистота справки описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1095;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072; &#1089;&#1087;&#1088;&#1072;&#1074;&#1082;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Goodness/Badness is Cleanliness,Положительность/Отрицательность,Dirty,Грязь,&#1043;&#1088;&#1103;&#1079;&#1100;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,2
74,The team's putrid performance guaranteed that they would miss the playoffs,"&#1054;&#1090;&#1074;&#1088;&#1072;&#1090;&#1080;&#1090;&#1077;&#1083;&#1100;&#1085;&#1072;&#1103; &#1080;&#1075;&#1088;&#1072; &#1082;&#1086;&#1084;&#1072;&#1085;&#1076;&#1099; &#1089;&#1090;&#1072;&#1083;&#1072; &#1075;&#1072;&#1088;&#1072;&#1085;&#1090;&#1080;&#1077;&#1081; &#1090;&#1086;&#1075;&#1086;, &#1095;&#1090;&#1086; &#1080;&#1093; &#1089;&#1086;&#1087;&#1077;&#1088;&#1085;&#1080;&#1082;&#1080; &#1074;&#1099;&#1081;&#1076;&#1091;&#1090; &#1074; &#1092;&#1080;&#1085;&#1072;&#1083;.","Отвратительная игра команды стала гарантией того, что их соперники выйдут в финал.","In the above sentence, the quality of the team's performance is being described in terms of: ",В этом предложении качество игры команды описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1082;&#1072;&#1095;&#1077;&#1089;&#1090;&#1074;&#1086; &#1080;&#1075;&#1088;&#1099; &#1082;&#1086;&#1084;&#1072;&#1085;&#1076;&#1099; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Goodness/Badness is Smell,Положительность/Отрицательность,Foul-Smelling,Неприятный запах,&#1053;&#1077;&#1087;&#1088;&#1080;&#1103;&#1090;&#1085;&#1099;&#1081; &#1079;&#1072;&#1087;&#1072;&#1093;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,1
75,The woman could not fall asleep because she could not envision what her future held for her.,"&#1046;&#1077;&#1085;&#1096;&#1080;&#1085;&#1072; &#1074;&#1086;&#1083;&#1085;&#1086;&#1074;&#1072;&#1083;&#1072;&#1089;&#1100; &#1087;&#1086;&#1090;&#1086;&#1084;&#1091;, &#1095;&#1090;&#1086; &#1085;&#1077; &#1084;&#1086;&#1075;&#1083;&#1072; &#1087;&#1088;&#1077;&#1076;&#1074;&#1080;&#1076;&#1077;&#1090;&#1100;, &#1095;&#1090;&#1086; &#1077;&#1077; &#1078;&#1076;&#1077;&#1090; &#1074; &#1073;&#1091;&#1076;&#1091;&#1097;&#1077;&#1084;.","Женшина волновалась потому, что не могла предвидеть, что ее ждет в будущем.","In the above sentence, the woman's understanding of her future is being described in terms of: ",В этом предложении понимание/знание о будущем описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1087;&#1086;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1077;/&#1079;&#1085;&#1072;&#1085;&#1080;&#1077; &#1086; &#1073;&#1091;&#1076;&#1091;&#1097;&#1077;&#1084; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,"Understanding, Knowing is Seeing something",Понимание/Знание,Seeing,Видеть,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100;,Holding an Object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Vertical Elevation,Сон/ Бодрствование,&#1057;&#1086;&#1085;/ &#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,1
76,The woman could not fall asleep because she was grappling with what her future held for her.,"&#1046;&#1077;&#1085;&#1096;&#1080;&#1085;&#1072; &#1074;&#1086;&#1083;&#1085;&#1086;&#1074;&#1072;&#1083;&#1072;&#1089;&#1100; &#1087;&#1086;&#1090;&#1086;&#1084;&#1091;, &#1095;&#1090;&#1086; &#1085;&#1077; &#1084;&#1086;&#1075;&#1083;&#1072; &#1087;&#1088;&#1077;&#1076;&#1095;&#1091;&#1074;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1090;&#1100;, &#1095;&#1090;&#1086; &#1077;&#1077; &#1078;&#1076;&#1077;&#1090; &#1074; &#1073;&#1091;&#1076;&#1091;&#1097;&#1077;&#1084;.","Женшина волновалась потому, что не могла предчувствовать, что ее ждет в будущем.","In the above sentence, the woman's understanding of her future is being described in terms of: ",В этом предложении понимание/знание о будущем описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1087;&#1086;&#1085;&#1080;&#1084;&#1072;&#1085;&#1080;&#1077;/&#1079;&#1085;&#1072;&#1085;&#1080;&#1077; &#1086; &#1073;&#1091;&#1076;&#1091;&#1097;&#1077;&#1084; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,"Understanding, Knowing is Holding an Object",Понимание/Знание,Grasping,Хватать/Сжимать,&#1061;&#1074;&#1072;&#1090;&#1072;&#1090;&#1100;/&#1057;&#1078;&#1080;&#1084;&#1072;&#1090;&#1100;,Seeing something,Видеть объект,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;,Arriving at a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,Brightness,Яркость,&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;,1
77,"The young girl lamented, ""It's taking forever for my birthday to get here!""","&#1044;&#1077;&#1074;&#1086;&#1095;&#1082;&#1072; &#1087;&#1088;&#1086;&#1085;&#1099;&#1083;&#1072;: ""&#1044;&#1086; &#1084;&#1086;&#1077;&#1075;&#1086; &#1076;&#1085;&#1103; &#1088;&#1086;&#1078;&#1076;&#1077;&#1085;&#1080;&#1103; - &#1073;&#1077;&#1089;&#1082;&#1086;&#1085;&#1077;&#1095;&#1085;&#1086;&#1089;&#1090;&#1100;!""","Девочка проныла: ""До моего дня рождения - бесконечность!""","In the above sentence, the birthday is being described in terms of: ",В этом предложении день рождения описан как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1076;&#1077;&#1085;&#1100; &#1088;&#1086;&#1078;&#1076;&#1077;&#1085;&#1080;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085; &#1082;&#1072;&#1082;:,Time Periods is An Object in Motion,Период времени,Object in Motion,Объект в движении,&#1054;&#1073;&#1098;&#1077;&#1082;&#1090; &#1074; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1080;,A Region in Space,Место/Пространство,&#1052;&#1077;&#1089;&#1090;&#1086;/&#1055;&#1088;&#1086;&#1089;&#1090;&#1088;&#1072;&#1085;&#1089;&#1090;&#1074;&#1086;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,2
