source concept,target concept,source concept keywords,target concept keywords,source context words,target context words,context,polarity,score
theater,governance.plusnames,"theatre,stage,musical,miss,actress,theater,actor,starring,mother,directed","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",miss;woman;cancer;stingy;missed,narrowly;justice;raleigh;threshold;federal;progressive;eligibility,don t miss today s progressive voices column by the justice center s sabine schoenbach in it she highlights the story of a raleigh woman and cancer survivor who lost her teaching assistant job because she narrowly missed the stingy threshold for eligibility for the federal family medical leave act,POSITIVE,-9.945202693
war,governance.plusnames,"police,prison,crime,murder,trial,killed,evidence,arrested,criminal,security","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",soldier,obama;election;vote;requiring,there s nothing requiring a soldier to vote for obama on election day,NEUTRAL,-9.944402422
liquid,governance.plusnames,"mountain,km,mountains,forest,valley,mount,antarctic,range,ice,sea","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",sand,governor;approve,the governor to approve a new route that avoids the sand hills,NEUTRAL,-9.944308367
health,governance.plusnames,"health,medical,hospital,sex,child,care,sexual,gay,marriage,medicine","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",sick,voters,not only are these voters sick of the two dominant parties,NEGATIVE,-9.943734295
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",impersonator;appearing;fox,obama,wasn t there an obama impersonator appearing on fox news for a while,POSITIVE,-9.94288145
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",dressed;pointed;costume,obama;representatives;candidate;stood;standing,at the candidate s afternoon stop outside a bakery in dewitt a group of about protesters stood behind a police barricade a few of them chanting in of obama asked why he was protesting a man dressed in a grim reaper costume pointed a reporter to a pair of designated representatives standing in the shade,POSITIVE,-9.942478957
war,governance.plusnames,"police,prison,crime,murder,trial,killed,evidence,arrested,criminal,security","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",kavanaugh,congress;clarification,kavanaugh said is a clarification that congress is merely using,NEUTRAL,-9.942411876
theater,governance.plusnames,"theatre,stage,musical,miss,actress,theater,actor,starring,mother,directed","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",miss;interview,presidential,for the latest on where the presidential race goes from here don t miss my interview on msnbc,POSITIVE,-9.942187672
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",funny;critics,election;administration,extremists who now wish to silence critics of the administration ahead of the election funny that,POSITIVE,-9.941506374
animals,governance.plusnames,"episode,disney,characters,animated,episodes,mr,cartoon,voice,animation,comic","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",barney,justify;representative;democrat;opposed,representative barney frank was incredulous he asked snow how he could now justify deficits frank then came up with a theory he said snow was opposed to deficits when the president was a democrat but didn t care about them when the president was a republican,NEUTRAL,-9.940521909
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",comedy,secretary;birther,previous post let s classify this az secretary of state s birther email demands as comedy gold,NEUTRAL,-9.940342952
pathways,governance.plusnames,"highway,jersey,avenue,ny,px,interstate,washington,accessed,traffic,sr","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",hudson,responsible;candidates,there must be something in the water or the air because the residents east of the hudson historically have been repeatedly incapable of recognizing patriotic responsible political candidates when they are presented with them,NEUTRAL,-9.939129332
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",highest,lovell;attorney;deputy;democrat;elected;partisanship,the partisanship reached to the highest levels with one lovell johnson jr a deputy district attorney who reports directly to elected democrat da john chisholm,NEUTRAL,-9.937548426
chess,governance.plusnames,"gold,chess,silver,mine,coins,mining,coal,coin,currency,mines","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",mail,newt;checks,you can t mail checks that will draw on insufficient funds who do you think you are newt gingrich,NEUTRAL,-9.937517857
vehicle,governance.plusnames,"railway,trains,train,rail,bus,railroad,lines,stations,passenger,opened","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",transportation,budget;proposal;obama,president obama s budget proposal calls for major transportation investments,NEUTRAL,-9.937472407
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",pulls;maneuver,gop,just wait until he pulls the corbomite maneuver on the gop this fall,POSITIVE,-9.937252877
theater,governance.plusnames,"theatre,stage,musical,miss,actress,theater,actor,starring,mother,directed","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",bankhead,mckinley;coalition,coalition for instance jones bankhead and mckinley have been,NEUTRAL,-9.937022677
animals,governance.plusnames,"animals,animal,species,dog,horse,dogs,wild,horses,zoo,cat","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",vulture,obama;tpp,does tpp undercut obama s enemy of vulture capital pose,NEUTRAL,-9.936284977
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",reality;lucas;picture,bill;parties;billion;conservative;bill;draft;committee;republicans;chambers;senate;agriculture;outlays;bill;spending;chairman,this is where house republicans come into the picture on wednesday the house agriculture committee will mark up chairman frank lucas s page draft bill the media will focus on the small disagreement between the parties and the two chambers over billion in extra food stamp spending a mere of the total outlays in an effort to make the house bill appear conservative in reality the house bill is nothing but a pale pastel of the senate bill,POSITIVE,-9.934368042
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",cast,unions;ballot,nearly a quarter of those favorable to unions cast their ballot for,NEUTRAL,-9.933934815
